Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment,redlistCategory,systems,realm,Economically_relevant,Charismatic_species,Weight,Dietary_class
P_0551,Salmo trutta,Brown trout,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,50000,Carnivore/Piscivore
P_0551,Sander lucioperca,Pike-perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,20000,NA
P_0551,Scardinius erythrophthalmus,Common rudd,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,NA,NA
P_0551,Squalius cephalus,European chub,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,8000,Omnivore
P_0552,Alburnus alburnus,Common bleak,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,60,NA
P_0552,Aspius aspius,Asp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,9000,NA
P_0552,Blicca bjoerkna,White bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,1000,Carnivore/Piscivore
P_0552,Dreissena polymorpha,Zebra mussel,Bivalvia,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,NA,NA
P_0552,Esox lucius,Northern pike,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Palearctic,Yes,No,28350,Carnivore/Piscivore
P_0552,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0552,Rutilus rutilus,Common roach,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,1840,Carnivore/Piscivore
P_0552,Sander lucioperca,Pike-perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,20000,NA
P_0553,Delphinus delphis,Common dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,80000,Carnivore/Piscivore
P_0554,Phocoena phocoena,Harbour porpoise,Mammalia,species,,Least Concern,Marine,Afrotropical|Nearctic|Palearctic,Yes,No,52500,Carnivore/Piscivore
P_0555,Ardenna gravis,Great shearwater,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Nearctic|Neotropical|Palearctic,No,No,848.99,Carnivore/Piscivore
P_0555,Larus argentatus,Herring gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,1090.99,Carnivore/Piscivore
P_0555,Leucophaeus atricilla,Laughing gull,Aves,species,,No IUCN assessment,NA,NA,No,No,307.41,Carnivore/Piscivore
P_0555,Pelecanus occidentalis,Brown pelican,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,No,No,3427.84,Carnivore/Piscivore
P_0555,Thalasseus maximus,Royal tern,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Nearctic|Neotropical|Palearctic,No,No,415.31,Carnivore/Piscivore
P_0555,Thalasseus sandvicensis,Sandwich tern,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Palearctic,No,No,199.83,Carnivore/Piscivore
P_0556,Anguilla anguilla,European eel,Actinopterygii,species,,Critically Endangered,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,6599,Carnivore/Piscivore
P_0556,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0559,Gadus morhua,Atlantic cod,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,96000,Carnivore/Piscivore
P_0559,Microstomus kitt,Lemon sole,Actinopterygii,species,,Least Concern,Marine,,Yes,No,2950,NA
P_0559,Platichthys flesus,European flounder,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,2930,Carnivore/Piscivore
P_0559,Pleuronectes platessa,European plaice,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,7000,Carnivore/Piscivore
P_0561,Bufo raddei,Mongolian toad,Amphibia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0561,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0561,Channa argus,Northern snakehead,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8000,Carnivore/Piscivore
P_0561,Cipangopaludina chinensis,Trapdoor snail,Gastropoda,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0561,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0561,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0561,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0561,Konosirus punctatus,Dotted gizzard shad,Actinopterygii,species,,Least Concern,Marine,,No,No,NA,NA
P_0561,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8700,Carnivore/Piscivore
P_0561,Liza dussumieri,Bangladesh mullet,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0561,Macrobrachium nipponense,Taihu lake shrimp ,Malacostraca,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0561,Megalobrama terminalis,Triangular bream,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,4000,NA
P_0561,Misgurnus anguillicaudatus,Loach,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Australasian|Indomalayan|Neotropical|Palearctic,Yes,No,NA,NA
P_0561,Pelodiscus sinensis,Chinese softshell turtle,Reptilia,species,,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic,No,No,NA,NA
P_0561,Procambarus clarkii,Red swamp crayfish,Malacostraca,species,,Least Concern,Freshwater (=Inland waters),Nearctic,Yes,No,NA,NA
P_0561,Silurus asotus,Amur catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,30000,Carnivore/Piscivore
P_0561,Whitmania pigra,Medicinal leech,Clitellata,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0565,Abramis brama,Common bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,6010,Carnivore/Piscivore
P_0565,Coregonus renke,Whitefish_1,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters),Palearctic,No,No,NA,NA
P_0565,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0565,Squalius cephalus,European chub,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,8000,Omnivore
P_0566,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0566,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0566,Erythroculter dabryi,Lake skygazer,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,947,NA
P_0566,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,50000,NA
P_0566,Pseudohemiculter dispar,Vietnamese ray-finned fish,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Indomalayan,No,No,153.6999969,NA
P_0566,Siniperca chuatsi,Chinese perch,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8000,NA
P_0567,Capreolus capreolus,Roe deer,Mammalia,species,,Least Concern,Terrestrial,Palearctic,Yes,No,22500,Herbivore
P_0567,Cervus elaphus,Red deer,Mammalia,species,,Least Concern,Terrestrial,Nearctic|Palearctic,No,No,165015.85,Herbivore
P_0567,Rupicapra rupicapra,Chamois,Mammalia,species,,Least Concern,Terrestrial,Palearctic,Yes,No,26100,Herbivore
P_0567,Sus scrofa,Wild boar,Mammalia,species,,Least Concern,Terrestrial,Indomalayan|Palearctic,Yes,No,96118.09,Omnivore
P_0568,Amphioctopus fangsiao,Shortarm octopus,Cephalopoda,species,used name: Octopus ocellatus,Least Concern,Marine,Indomalayan|Palearctic,Yes,No,NA,NA
P_0568,Charybdis japonica,Asian paddle crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Cynoglossus abbreviatus,Joyner's tongue sole,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters)|Marine,,Yes,No,NA,NA
P_0568,Octopus variabilis,Whiparm octopus,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Oratosquilla oratoria,Mantis shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Pampus argenteus,Silver pomfret,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0568,Penaeus vannamei,Whiteleg prawn,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Portunus trituberculatus,Gazami crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Rapana venosa,Asian rapa whelk,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Ruditapes philippinarum,Manila clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Scomberomorus niphonius,Japanese spanish mackerel,Actinopterygii,species,,Data Deficient,Marine,,Yes,No,8010,Carnivore/Piscivore
P_0568,Sepiella maindroni,Indo-pacific cuttlefish,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Sinonovacula constricta,Chinese razor clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0568,Trichiurus lepturus,Largehead hairtail,Actinopterygii,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,No,5000,Carnivore/Piscivore
P_0570,Globicephala melas,Long-finned pilot whale,Mammalia,species,,Least Concern,Marine,Afrotropical|Antarctic|Australasian|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,8.00E+05,Carnivore/Piscivore
P_0573,Delphinapterus leucas,Beluga whale,Mammalia,species,,Least Concern,Marine,Nearctic|Palearctic,Yes,Yes,1360000,Carnivore/Piscivore
P_0574,Erpobdela octoculata,European leech,Clitellata,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0574,Hydropsyche,Caddisfly_genus,Insecta,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0574,Salmo trutta,Brown trout,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,50000,Carnivore/Piscivore
P_0576,Barbus tyberinus,Horse barbel,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Palearctic,No,Yes,4000,NA
P_0576,Fulica atra,Eurasian coot,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Nearctic|Oceanian|Palearctic,No,No,717.12,Herbivore
P_0576,Lumbricus terrestris,Common earthworm,Clitellata,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0576,Salmo trutta,Brown trout,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,50000,Carnivore/Piscivore
P_0577,Cambaridae,Freshwater crayfish_family,Malacostraca,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0577,Centrarchidae,Sunfish_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0577,Cyprinidae,Carp_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0577,Ictaluridae,North american catfish_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0577,Poeciliidae,Tooth-carp_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0578,Gadus morhua,Atlantic cod,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,96000,Carnivore/Piscivore
P_0579,Clupea harengus,Baltic herring,Actinopterygii,species,,Least Concern,Marine,Nearctic|Palearctic,Yes,No,1050,Carnivore/Piscivore
P_0579,Gadus morhua,Atlantic cod,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,96000,Carnivore/Piscivore
P_0579,Limecola balthica,Baltic macoma,Bivalvia,species,used name: Macoma balthica,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Atherina,Mediterranean smelt_genus,Actinopterygii,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Carcinus aestuarii,Mediterranean green crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Gobius niger,Black goby,Actinopterygii,species,,Least Concern,Marine,,No,No,NA,Carnivore/Piscivore
P_0581,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Palaemon serratus,Common prawn,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Parablennius,Combtooth blenny_genus,Actinopterygii,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Ruditapes decussatus,Grooved carpet shell,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0581,Zosterisessor ophiocephalus,Grass goby,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0582,Dicentrarchus labrax,European bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,No,No,12000,NA
P_0583,Ursus maritimus,Polar bear,Mammalia,species,,Vulnerable,Terrestrial|Marine,Nearctic|Palearctic,Yes,Yes,388750.36,Carnivore/Piscivore
P_0586,Sus scrofa,Wild boar,Mammalia,species,,Least Concern,Terrestrial,Indomalayan|Palearctic,Yes,No,96118.09,Omnivore
P_0587,Abramis brama,Common bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,6010,Carnivore/Piscivore
P_0587,Aristichthys nobilis,Bighead carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,40000,NA
P_0587,Channa argus,Northern snakehead,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8000,Carnivore/Piscivore
P_0587,Channa punctata,Spotted snakehead,Actinopterygii,species,used name: Channa punctatus,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0587,Ctenopharyngodon idella,Grass carp,Actinopterygii,species,used name: Ctenopharynodon idellus,No IUCN assessment,NA,NA,No,No,45000,NA
P_0587,Cynoglossus lingua,Cynoglossus lingua,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Indomalayan,Yes,No,NA,NA
P_0587,Epinephelus coioides,Orange-spotted grouper,Actinopterygii,species,,Least Concern,Marine,,Yes,No,15000,Carnivore/Piscivore
P_0587,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,Carnivore/Piscivore
P_0587,Monopterus albus,Ricefield eel,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,NA,NA
P_0587,Mugil cephalus,Grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0587,Nemipterus virgatus,Golden threadfin bream,Actinopterygii,species,,Vulnerable,Marine,Australasian|Indomalayan|Palearctic,Yes,No,NA,NA
P_0587,Oreochromis aureus,Blue tilapia,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,2010,Herbivore
P_0587,Platycephalus indicus,Bartail flathead,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters)|Marine,Australasian|Indomalayan|Palearctic,Yes,No,3500,Carnivore/Piscivore
P_0587,Priacanthidae,Bigeye_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0587,Siganus guttatus,Goldspotted rabbitifish,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0587,Siluriformes,Catfish_order,Actinopterygii,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0587,Siniperca scherzeri,Golden mandarin fish,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,607.2999878,NA
P_0588,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0588,Ictalurus punctatus,Channel catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,26300,Carnivore/Piscivore
P_0588,Pseudorasbora parva,Stone moroco,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Carnivore/Piscivore
P_0590,Crassostrea gigas,Pacific oyster,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0590,Dreissena polymorpha,Zebra mussel,Bivalvia,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,NA,NA
P_0590,Engraulis encrasicolus,European anchovy,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0590,Hydropsyche exocellata,Net-spinning caddisfly_1,Insecta,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0590,Procambarus clarkii,Red swamp crayfish,Malacostraca,species,,Least Concern,Freshwater (=Inland waters),Nearctic,Yes,No,NA,NA
P_0590,Sardina pilchardus,European sardine,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,Carnivore/Piscivore
P_0592,Clupea harengus,Baltic herring,Actinopterygii,species,,Least Concern,Marine,Nearctic|Palearctic,Yes,No,1050,Carnivore/Piscivore
P_0592,Lampetra fluviatilis,River lamprey,Hyperoartia,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,NA,NA
P_0592,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0592,Platichthys flesus,European flounder,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,2930,Carnivore/Piscivore
P_0592,Salmo salar,Atlantic salmon,Actinopterygii,species,,Lower Risk/least concern,Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,No,No,46764,Carnivore/Piscivore
P_0592,Sprattus sprattus,European sprat,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,NA,NA
P_0593,Bagre marinus,Gafftopsail catfish,Actinopterygii,species,,Least Concern,Marine,,Yes,No,4360,Carnivore/Piscivore
P_0593,Crassostrea virginica,Eastern oyster,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0593,Cynoscion nebulosus,Spotted seatrout,Actinopterygii,species,,Least Concern,Marine,Nearctic|Neotropical,Yes,No,7920,NA
P_0593,Sciaenops ocellatus,Red drum,Actinopterygii,species,,Least Concern,Marine,,Yes,No,45000,NA
P_0594,Esox lucius,Northern pike,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Palearctic,Yes,No,28350,Carnivore/Piscivore
P_0594,Esox masquinongy,Muskellunge,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,Yes,No,31750,Carnivore/Piscivore
P_0594,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,5410,Carnivore/Piscivore
P_0594,Perca flavescens,Yellow perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,1910,Carnivore/Piscivore
P_0594,Sander vitreus,Walleye,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,11340,Carnivore/Piscivore
P_0594,Semotilus corporalis,Fallfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,1610,NA
P_0595,Emydura macquarii,Murray river turtle,Reptilia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0596,Lopholatilus chamaeleonticeps,Golden tilefish,Actinopterygii,species,,Endangered,Marine,,Yes,No,30000,Carnivore/Piscivore
P_0598,Abramis brama,Common bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,6010,Carnivore/Piscivore
P_0598,Clupea harengus,Baltic herring,Actinopterygii,species,,Least Concern,Marine,Nearctic|Palearctic,Yes,No,1050,Carnivore/Piscivore
P_0598,Coregonus albula,Vendace,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,1000,NA
P_0598,Coregonus lavaretus,European whitefish,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,No,No,10000,Carnivore/Piscivore
P_0598,Esox lucius,Northern pike,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Palearctic,Yes,No,28350,Carnivore/Piscivore
P_0598,Lampetra fluviatilis,River lamprey,Hyperoartia,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,NA,NA
P_0598,Lota lota,Burbot,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Palearctic,No,No,34000,Carnivore/Piscivore
P_0598,Osmerus eperlanus,European smelt,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,178,NA
P_0598,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0598,Rutilus rutilus,Common roach,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,1840,Carnivore/Piscivore
P_0598,Salmo salar,Atlantic salmon,Actinopterygii,species,,Lower Risk/least concern,Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,No,No,46764,Carnivore/Piscivore
P_0598,Sander lucioperca,Pike-perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,20000,NA
P_0598,Sprattus sprattus,European sprat,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,NA,NA
P_0599,Barbus intermedius,African big barb,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0599,Clarias gariepinus,Small barbus,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Afrotropical|Palearctic,Yes,No,60000,Carnivore/Piscivore
P_0599,Oreochromis niloticus,Nile tilapia,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Afrotropical|Palearctic,Yes,No,4324,Herbivore
P_0600,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0600,Eleutheronema tetradactylum,Four-fingered threadfin,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,145000,Carnivore/Piscivore
P_0600,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0600,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,Carnivore/Piscivore
P_0600,Liza carinata,Keeled mullet,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0600,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Afrotropical,No,Yes,1130,Herbivore
P_0600,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,300,Carnivore/Piscivore
P_0600,Silurus asotus,Amur catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,30000,Carnivore/Piscivore
P_0601,Coleoptera,Beetle_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Decapoda,Crayfish_order,Malacostraca,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Diptera,Truefly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Ephemeroptera,Mayfly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Megaloptera,Fly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Odonata,Damselfly_dragonfly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Plecoptera,Stonefly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0601,Trichoptera,Caddisfly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0602,Morone saxatilis,Striped bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Nearctic,Yes,No,57000,Carnivore/Piscivore
P_0603,Accipiter gentilis,Northern goshawk,Aves,species,,Least Concern,Terrestrial,Indomalayan|Nearctic|Palearctic,Yes,No,866.04,Carnivore/Piscivore
P_0603,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Palearctic,No,No,4729.27,Carnivore/Piscivore
P_0604,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0605,Bubo bubo,Eurasian eagle owl,Aves,species,,Least Concern,Terrestrial,Indomalayan|Palearctic,No,No,2668.51,Carnivore/Piscivore
P_0606,Dicentrarchus labrax,European bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,No,No,12000,NA
P_0607,Rissa tridactyla,Black-legged kittiwake,Aves,species,,Vulnerable,Terrestrial|Marine,Afrotropical|Nearctic|Neotropical|Palearctic,No,No,415.99,Omnivore
P_0608,Scylla serrata,Giant mud crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0609,Alosa agone,Shad,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,760,NA
P_0609,Larus michahellis,Yellow-legged gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,No,No,1111.89,Carnivore/Piscivore
P_0609,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0609,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0609,Sander lucioperca,Pike-perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,20000,NA
P_0610,Chanos chanos,Milkfish ,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Neotropical|Oceanian,Yes,No,14000,NA
P_0610,Mugil cephalus,Grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0611,Ursus maritimus,Polar bear,Mammalia,species,,Vulnerable,Terrestrial|Marine,Nearctic|Palearctic,Yes,Yes,388750.36,Carnivore/Piscivore
P_0612,Katsuwonus pelamis,Skipjack tuna,Actinopterygii,species,,Least Concern,Marine,,Yes,No,34500,Carnivore/Piscivore
P_0612,Thunnus albacares,Yellowfin tuna,Actinopterygii,species,,Least Concern,Marine,,Yes,No,2.00E+05,Carnivore/Piscivore
