Study_ID,Author_year,Paper_title,Publication_year,Country_FirstAuthor,Checked,Comment
P_0318,VanDeVijver_2003,Exposure patterns of perfluorooctane sulfonate in aquatic invertebrates from the Western Scheldt estuary and the southern North Sea,2003,Belgium,CV,
P_0316,VanDeVijver_2005,Tissue distribution of perfluorinated chemicals in harbor seals (Phoca vitulina) from the Dutch wadden sea,2005,Belgium,CV,
P_0319,VanDeVijver_2007,Occurrence of perfluorooctane sulfonate and other perfluorinated alkylated substances in harbor porpoises from the Black Sea,2007,Belgium,CV,
P_0473,Vassiliadou_2015,Levels of perfluorinated compounds in raw and cooked Mediterranean finfish and shellfish,2015,Greece,CV,
P_0320,Veillette_2012,"Perfluorinated chemicals in meromictic lakes on the northern coast of Ellesmere Island, High Arctic Canada",2012,Canada,CV,
P_0321,Verhaert_2017,"Persistent organic pollutants in the Olifants River Basin, South Africa:        Bioaccumulation and trophic transfer through a subtropical aquatic food        web",2017,Belgium,CV,
P_0322,Verreault_2005,"Perfluorinated alkyl substances in plasma, liver, brain, and eggs of glaucous gulls (Larus hyperboreus) from the Norwegian Arctic",2005,Norway,CV,
P_0532,Verreault_2007,Trends of perfluorinated alkyl substances in herring gull eggs from two coastal colonies in northern norway: 1983-2003,2007,Norway,LR,
P_0503,Vicente_2012,Distribution of perfluorinated compounds in Yellow-legged gull eggs (Larus michahellis) from the Iberian Peninsula,2012,Spain,LR,
P_0323,Vicente_2015,Perfluoroalkyl and polyfluoroalkyl substances in entire clutches of Audouin's gulls from the ebro delta,2015,Spain,CV,
P_0028,Villanger_2020,Perfluoroalkyl substances (PFASs) in white whales (Delphinapterus leucas) from Svalbard â€“ A comparison of concentrations in plasma sampled 15 years apart,2020,Norway,CV,
P_0324,Vorkamp_2019,Perfluoroalkyl substances (PFASs) and polychlorinated naphthalenes (PCNs) add to the chemical cocktail in peregrine falcon eggs,2019,Denmark,CV,
P_0328,Wang_2008,Perfluorooctane sulfonate and other fluorochemicals in waterbird eggs from South China,2008,China,CV,
P_0518,Wang_2010,Liquid chromatography/mass spectrometry analysis of perfluoroalkyl carboxylic acids and perfluorooctanesulfonate in bivalve shells: Extraction method optimization,2010,China,CV,
P_0510,Wang_2011,"Perfluorinated compounds in estuarine and coastal areas of north Bohai Sea, China",2011,China,CV,
P_0326,Wang_2012,"Perfluorinated compounds in a coastal industrial area of Tianjin, China",2012,China,CV,
P_0327,Wang_2019,Contamination Characteristics and Safety Risk Assessment of Perflurorinated Alkylated Substances in Aquatic Products from Guangzhou,2019,,CV,Excluded
P_0561,Wang_2020,Managing health risks of perfluoroalkyl acids in aquatic food from a river-estuary-sea environment affected by fluorochemical industry,2020,China,CV,
P_0033,Wang_2021,"Target, Nontarget, and Suspect Screening and Temporal Trends of Per- And Polyfluoroalkyl Substances in Marine Mammals from the South China Sea",2021,China,CV,
P_0052,Wang_2021,Distribution and Exposure Risk Assessment of Perfluorinated Alkyl Substances in Aquatic Products along the Coastal Region of the South China Sea,2021,China,CV,Excluded
P_0372,Wang_2021,Per- and polyfluoroalkyl substances and their alternatives in black-tailed gull (Larus crassirostris) eggs from South Korea islands during 2012–2018,2021,South Korea,LR,
P_0600,Wang_2022,"Perfluoroalkyl substances in water, sediment, and fish from a subtropical river of China: Environmental behaviors and potential risk",2022,China,LR,
P_0329,Warner_2019,Snow buntings (Plectrophenax nivealis) as bio-indicators for exposure differences to legacy and emerging persistent organic pollutants from the Arctic terrestrial environment on Svalbard,2019,Norway,CV,
P_0330,Watanabe_2010,Dioxin-like and perfluorinated compounds in pigs in an Indian open waste dumping site: Toxicokinetics and effects on hepatic cytochrome P450 and blood plasma hormones,2010,Japan,CV,
P_0613,Wild_2022,South polar skua (Catharacta maccormicki) as biovectors for long-range transport of persistent organic pollutants to Antarctica,2022,Australia,CV,
P_0331,Wilhelm_2017,Does wastewater treatment plant upgrading with activated carbon result in an improvement of fish health?,2017,Germany,CV,
P_0332,Wilkinson_2018,"Spatial (bio)accumulation of pharmaceuticals, illicit drugs, plasticisers, perfluorinated compounds and metabolites in river sediment, aquatic plants and benthic organisms",2018,UK,CV,
P_0358,Wilkinson_2022,Urban proximity while breeding is not a predictor of perfluoroalkyl substance contamination in the eggs of brown pelicans,2022,USA,LR,
P_0333,Windisch_2020,Freshwater amphipods (Gammarus pulex/fossarum) and brown trout as        bioindicators for PFC contamination with regard to the aquatic        ecological status of a small stream,2020,Germany,CV,
P_0447,Wong_2017,"The measurement of bisphenol A and its analogues, perfluorinated compounds in twenty species of freshwater and marine fishes, a time-trend comparison and human health based assessment",2017,China,"LR. I agree, exclude. sampling location not provided (we only know that samples come from a local market. Thus, we can't know if they are farmed or wild animals. EXCLUDE.",Excluded
P_0371,Wood_2021,Sea turtles across the North Pacific are exposed to perfluoroalkyl substances,2021,USA,LR,
P_0335,Wu_2012,Perfluorinated compounds in seafood from coastal areas in China,2012,China,CV,
P_0407,Wu_2019,"Comparisons of tissue distributions and health risks of perfluoroalkyl acids (PFAAs) in two fish species with different trophic levels from Lake Chaohu, China",2019,China,CV,
P_0334,Wu_2020,Novel and legacy per- and polyfluoroalkyl substances in bald eagle eggs from the Great Lakes region,2020,USA,CV,
P_0493,Xiao_2013,Perfluorooctane sulfonate (PFOS) contamination of fish in urban lakes: A prioritization methodology for lake management,2013,USA,,Excluded
P_0336,Xu_2014,Bioaccumulation and trophic transfer of perfluorinated compounds in a eutrophic freshwater food web,2014,China,CV,
P_0355,Yang_2012,"Bioaccumulation and distribution of perfloroalkyl acids in seafood products from Bohai Bay, China",2012,China,CV,
P_0337,Ye_2008,"Perfluorinated compounds in whole fish homogenates from the Ohio, Missouri, and Upper Mississippi Rivers, USA",2008,USA,CV,
P_0017,Ye_2008,Perfluorinated compounds in common carp (Cyprinus carpio) fillets from the Upper Mississippi River,2008,USA,CV,
P_0018,Yeung_2009,A survey of perfluorinated compounds in surface water and biota including dolphins from the Ganges River and in other waterbodies in India,2009,China,CV,
P_0525,Yeung_2009,"Total fluorine, extractable organic fluorine, perfluorooctane sulfonate and other related fluorochemicals in liver of Indo-Pacific humpback dolphins (Sousa chinensis) and finless porpoises (Neophocaena phocaenoides) from South China",2009,China,CV,
P_0019,Yoo_2008,"Perfluoroalkyl acids in the egg yolk of birds from Lake Shihwa, Korea",2008,USA,CV,
P_0020,Yoo_2009,"Perfluoroalkyl acids in marine organisms from lake Shihwa, Korea",2009,USA,CV,
P_0496,Yordy_2013,"Levels of chlorinated, brominated, and perfluorinated contaminants in birds of prey spanning multiple trophic levels",2013,USA,LR,
P_0338,Young_2013,Determination of perfluorochemicals in fish and shellfish using liquid chromatography-tandem mass spectrometry,2013,USA,CV,Excluded
P_0340,Zabaleta_2015,Simultaneous determination of perfluorinated compounds and their potential precursors in mussel tissue and fish muscle tissue and liver samples by liquid chromatography-electrospray-tandem mass spectrometry,2015,Spain,CV,
P_0339,Zabaleta_2017,Biotransformation of 8:2 polyfluoroalkyl phosphate diester in gilthead bream (Sparus aurata),2017,Spain,CV,Excluded
P_0579,Zacs_2016,"Trace determination of perfluorooctane sulfonate and perfluorooctanoic acid in environmental samples (surface water, wastewater, biota, sediments, and sewage sludge) using liquid chromatography - Orbitrap mass spectrometry",2016,Latvia,CV,
P_0342,Zafeiraki_2019,Occurrence and tissue distribution of perfluoroalkyl substances (PFASs) in sharks and rays from the eastern Mediterranean Sea,2019,Greece,CV,
P_0341,Zafeiraki_2019,Occurrence of perfluoroalkyl substances (PFASs) in a large number of wild and farmed aquatic animals collected in the Netherlands,2019,Greece,CV,
P_0431,Zapata_2018,Presence and impact of Stockholm Convention POPs in gull eggs from Spanish and Portuguese natural and national parks,2018,Spain,LR,
P_0344,Zhang_2015,"Isomer-specific trophic transfer of perfluorocarboxylic acids in the marine food web of liaodong bay, North China",2015,China,CV,
P_0343,Zhang_2018,"The Investigation of Perfluoroalkyl Substances in Seasonal Freezeâ€“Thaw Rivers During Spring Flood Period: A Case Study in Songhua River and Yalu River, China",2018,China,CV,
P_0568,Zhang_2019,"Occurrence and health risk of perfluoroalkyl acids (PFAAs) in seafood from Yellow Sea, China",2019,China,CV,
P_0034,Zhang_2021,Legacy and Emerging Poly- And Perfluoroalkyl Substances in Finless Porpoises from East China Sea: Temporal Trends and Tissue-Specific Accumulation,2021,China,CV,
P_0587,Zhao_2011,Risk assessment for human consumption of perfluorinated compound-contaminated freshwater and marine fish from Hong Kong and Xiamen,2011,China,LR,
P_0484,Zhao_2014,Partitioning behavior of perfluorinated compounds between sediment and biota in the Pearl River Delta of South China,2014,China,LR,
P_0345,Zheng_2020,Legacy and emerging semi-volatile organic compounds in sentinel fish from an arctic formerly used defense site in Alaska,2020,USA,CV,
P_0346,Zhong_2019,Probing mechanisms for bioaccumulation of perfluoroalkyl acids in carp (Cyprinus carpio): Impacts of protein binding affinities and elimination pathways,2019,China,CV,Excluded
P_0347,Zhou_2012,"Perfluorinated compounds in surface water and organisms from Baiyangdian Lake in North China: Source profiles, bioaccumulation and potential risk",2012,China,CV,
P_0354,Zhou_2013,"Occurrence and transport of perfluoroalkyl acids (PFAAs), including short-chain PFAAs in Tangxun Lake, China",2013,China,CV,
P_0348,Zhu_2019,"Distribution and partitioning of perfluoroalkyl carboxylic acids in surface soil, plants, and earthworms at a contaminated site",2019,USA,CV,
