Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment
P_0618,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0618,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0618,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0618,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0618,Perca flavescens,Yellow perch,Actinopterygii,species,
P_0619,Larus argentatus,Herring gull,Aves,species,
P_0619,Larus californicus,California gull ,Aves,species,used name: Stercorarius maccormicki
P_0619,Larus delawarensis,Ring-billed gull,Aves,species,used name: Stercorarius maccormicki
P_0619,Larus glaucescens,Glaucous-winged gull,Aves,species,used name: Stercorarius maccormicki
P_0620,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0621,Pusa hispida,Ringed seal,Mammalia,species,
P_0622,Pusa hispida,Ringed seal,Mammalia,species,
P_0622,Ursus maritimus,Polar bear,Mammalia,species,used name: Streptopelia decaocta
P_0623,Catharacta maccormicki,Polar skua,Aves,species,
P_0623,Pygoscelis adeliae,Adelie penguin,Aves,species,
P_0623,Thalassoica antarctica,Antarctic petrel,Aves,species,
P_0625,Larus hyperboreus,Glaucous gull,Aves,species,
P_0626,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0627,Coregonus,Vendace_genus,Actinopterygii,genus,
P_0627,Coregonus albula,Vendace,Actinopterygii,species,
P_0627,Lota lota,Burbot,Actinopterygii,species,
P_0627,Monoporeia affinis,Amphipod_1,Malacostraca,species,
P_0627,Mysis relicta,Opossum shrimp,Malacostraca,species,
P_0627,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0627,Osmerus eperlanus,European smelt,Actinopterygii,species,
P_0627,Pallasea quadrispinosa,Amphipod _1,Malacostraca,species,
P_0627,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0629,Haliaeetus leucocephalus,Bald eagle,Aves,species,
P_0630,Chlamys nobilis,Huagui scallop,Bivalvia,species,
P_0630,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0630,Mactra,Duck clam_genus,Bivalvia,genus,
P_0630,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0630,Rapana venosa,Asian rapa whelk,Gastropoda,species,
P_0631,Ardea herodias,Great blue heron,Aves,species,used name: Synodontis zambesensis
P_0631,Cerorhinca monocerata,Rhinoceros auklet,Aves,species,
P_0631,Oceanodroma leucorhoa,Leach's storm petrel,Aves,species,
P_0631,Phalacrocorax auritus,Double-crested cormorant,Aves,species,
P_0631,Synthliboramphus antiquus,Ancient murrelet,Aves,species,
P_0632,Tachycineta bicolor,Tree swallow,Aves,species,
P_0633,Apodemus speciosus,Japanese field mouse,Mammalia,species,
P_0633,Rattus norvegicus,Norway rat,Mammalia,species,
P_0633,Rattus rattus,House rat,Mammalia,species,
P_0634,Caretta caretta,Loggerhead sea turtles,Reptilia,species,
P_0634,Chelonia mydas,Green turtle,Reptilia,species,
P_0634,Dermochelys coriacea,Leatherback turtle,Reptilia,species,
P_0634,Eretmochelys imbricata,Hawksbill sea turtles,Reptilia,species,
P_0634,Lepidochelys kempii,Kemp's ridley sea turtle,Reptilia,species,
P_0635,Ardea alba,Great egret,Aves,species,
P_0635,Ardea cinerea,Grey heron,Aves,species,
P_0635,Columba livia,Common pigeon,Aves,species,
P_0635,Egretta garzetta,Little egret,Aves,species,
P_0635,Gavia pacifica,Pacific loon,Aves,species,
P_0635,Larus crassirostris,Black-tailed gull,Aves,species,
P_0636,Paracentrotus lividus,Purple sea urchin,Echinoidea,species,
P_0637,Trichechus manatus,Florida manatee,Mammalia,species,
P_0638,Rangifer tarandus,Caribou,Mammalia,species,
P_0639,Barbus barbus,Common barbel,Actinopterygii,species,
P_0639,Chondrostoma nasus,Common nase,Actinopterygii,species,
P_0639,Leuciscus leuciscus,Common dace,Actinopterygii,species,
P_0639,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0639,Squalius cephalus,European chub,Actinopterygii,species,
P_0640,Abramis brama,Common bream,Actinopterygii,species,
P_0640,Aporrectodea longa,Blackhead earthworm,Clitellata,species,
P_0640,Capreolus capreolus,Roe deer,Mammalia,species,
P_0640,Dreissena polymorpha,Zebra mussel,Bivalvia,species,
P_0640,Larus argentatus,Herring gull,Aves,species,used name: Thryssa mysiax
P_0640,Lumbricus terrestris,Common earthworm,Clitellata,species,
P_0640,Zoarces viviparus,Eelpout,Actinopterygii,species,
P_0643,Tachycineta bicolor,Tree swallow,Aves,species,
P_0644,Bythotrephes longimanus,Freshwater flea_5,Branchiopoda,species,
P_0644,Calanoida,Freshwater flea_order_2,Branchiopoda,order,
P_0644,Cyclopoida,Freshwater flea_order_1,Branchiopoda,order,
P_0644,Daphnia longispina,Freshwater flea_4,Branchiopoda,species,
P_0644,Diaphanosoma brachyurum,Freshwater flea_2,Branchiopoda,species,
P_0644,Eubosmina coregoni,Freshwater flea_1,Branchiopoda,species,
P_0644,Leptodora kindtii,Freshwater flea_6,Branchiopoda,species,
P_0645,Sus scrofa,Wild boar,Mammalia,species,
P_0646,Argyrosomus regius,Meagre,Actinopterygii,species,
P_0646,Crangon crangon,Brown shrimp,Malacostraca,species,
P_0646,Dicentrarchus labrax,European bass,Actinopterygii,species,used name: Tilapia tilapia
P_0646,Dicentrarchus punctatus,Spotted seabass,Actinopterygii,species,
P_0646,Engraulis encrasicolus,European anchovy,Actinopterygii,species,
P_0646,Gammarus,Amphipod_genus_3,Malacostraca,genus,
P_0646,Liza ramada,Thinlip mullet ,Actinopterygii,species,
P_0646,Mysidacea,Mysid_family,Malacostraca,family,used name: Trachinotus ovaus
P_0646,Palaemon longirostris,White shrimp,Malacostraca,species,
P_0646,Platichthys flesus,European flounder,Actinopterygii,species,
P_0646,Pomatoschistus,Goby_genus,Actinopterygii,genus,
P_0646,Solea solea,Common sole,Actinopterygii,species,
P_0646,Sprattus sprattus,European sprat,Actinopterygii,species,
P_0647,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0648,Monodon monoceros,Narwhal ,Mammalia,species,
P_0648,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0649,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0650,Ameiurus melas,Bullhead catfish,Actinopterygii,species,
P_0650,Caridea,True shrimp_infraorder,Malacostraca,infraorder,
P_0650,Centrarchidae,Sunfish_family,Actinopterygii,family,
P_0650,Chelydra serpentina,Snapping turtle,Reptilia,species,
P_0650,Gammarus,Amphipod_genus_3,Malacostraca,genus,
P_0650,Hyalella,Amphipod_genus_1,Malacostraca,genus,
P_0650,Zygoptera,Damselfly_suborder,Insecta,suborder,
P_0651,Anguilla anguilla,European eel,Actinopterygii,species,
P_0651,Coregonus albula,Vendace,Actinopterygii,species,
P_0651,Esox lucius,Northern pike,Actinopterygii,species,
P_0651,Perca fluviatilis,European perch,Actinopterygii,species,
P_0651,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0652,Larus michahellis,Yellow-legged gull,Aves,species,
P_0652,Morus bassanus,Northern gannet,Aves,species,
P_0653,Conger conger,European conger,Actinopterygii,species,
P_0653,Dentex dentex,Common dentex,Actinopterygii,species,
P_0653,Lamna nasus,Porbeagle,Chondrichthyes,species,
P_0653,Loligo vulgaris,European squid,Cephalopoda,species,
P_0653,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0653,Mullus surmuletus,Red mullet,Actinopterygii,species,
P_0653,Mustelus mustelus,Common smooth-hound,Chondrichthyes,species,
P_0653,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0653,Pagellus erythrinus,Common pandora,Actinopterygii,species,
P_0653,Scorpaena scrofa,Largescaled scorpionfish,Actinopterygii,species,
P_0653,Scyliorhinus canicula,Small-spotted catshark,Chondrichthyes,species,
P_0653,Thunnus thynnus,Atlantic bluefin tuna,Actinopterygii,species,
P_0653,Trachurus mediterraneus,Horse mackerel,Actinopterygii,species,
P_0653,Tringa totanus,Redshank ,Aves,species,
P_0653,Venus,Venus clam_genus,Bivalvia,genus,
P_0653,Xiphias gladius,Swordfish,Actinopterygii,species,
P_0654,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0655,Phoca vitulina,Harbour seal,Mammalia,species,
P_0656,Ursus maritimus,Polar bear,Mammalia,species,
P_0657,Arctocephalus tropicalis,Subantarctic fur seal,Mammalia,species,
P_0657,Pontoporia blainvillei,Franciscana dolphin,Mammalia,species,
P_0658,Parus major,Great tit,Aves,species,
P_0659,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0660,Apodemus sylvaticus,Wood mouse,Mammalia,species,used name: Upeaneus japonicus
P_0661,Callorhinus ursinus,Northern fur seal,Mammalia,species,
P_0661,Chelydra serpentina,Snapping turtle,Reptilia,species,
P_0661,Coregonus clupeaformis,Lake whitefish,Actinopterygii,species,
P_0661,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0661,Enhydra lutris,Sea otter,Mammalia,species,
P_0661,Gavia immer,Common loon,Aves,species,
P_0661,Graptemys flavimaculata,Yellow-blotched map turtle,Reptilia,species,
P_0661,Haliaeetus leucocephalus,Bald eagle,Aves,species,
P_0661,Halichoerus grypus,Grey seal,Mammalia,species,
P_0661,Larus argentatus,Herring gull,Aves,species,
P_0661,Larus crassirostris,Black-tailed gull,Aves,species,
P_0661,Larus delawarensis,Ring-billed gull,Aves,species,
P_0661,Leptonychotes weddellii,Weddell seal,Mammalia,species,
P_0661,Litoria caerulea,Australian green frog,Amphibia,species,
P_0661,Lontra canadensis,River otter,Mammalia,species,
P_0661,Mirounga angustirostris,Northern elephant seal,Mammalia,species,
P_0661,Mustelidae,Mink_family,Mammalia,family,
P_0661,Oncorhynchus tshawytscha,Chinook salmon,Actinopterygii,species,
P_0661,Pelecanus occidentalis,Brown pelican,Aves,species,
P_0661,Phalacrocorax auritus,Double-crested cormorant,Aves,species,
P_0661,Phalacrocorax carbo,Common cormorant,Aves,species,
P_0661,Phoca vitulina,Harbour seal,Mammalia,species,
P_0661,Phoebastria immutabilis,Laysan albatross,Aves,species,
P_0661,Phoebastria nigripes,Black-footed albatross,Aves,species,
P_0661,Platanista gangetica,Ganges river dolphin,Mammalia,species,
P_0661,Pusa hispida,Ringed seal,Mammalia,species,
P_0661,Salmo trutta,Brown trout,Actinopterygii,species,
P_0661,Stenella coeruleoalba,Striped dolphin,Mammalia,species,
P_0661,Catharacta maccormicki,South polar skua,Aves,species,
P_0661,Thunnus albacares,Yellowfin tuna,Actinopterygii,species,
P_0661,Thunnus thynnus,Atlantic bluefin tuna,Actinopterygii,species,
P_0661,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0661,Ursus maritimus,Polar bear,Mammalia,species,
P_0661,Zalophus californianus,California sea lion,Mammalia,species,
P_0662,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0663,Barbus plebejus,Italian barbel,Actinopterygii,species,
P_0663,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0663,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0663,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0663,Silurus glanis,European catfish,Actinopterygii,species,
P_0663,Squalius cephalus,European chub,Actinopterygii,species,
P_0664,Auxis rochei,Bullet tuna,Actinopterygii,species,
P_0664,Engraulis encrasicolus,European anchovy,Actinopterygii,species,
P_0664,Merluccius merluccius,European hake,Actinopterygii,species,
P_0664,Mullus surmuletus,Red mullet,Actinopterygii,species,
P_0664,Nephrops norvegicus,Norway lobster,Malacostraca,species,
P_0664,Parapenaeus longirostris,Pink shrimp,Malacostraca,species,
P_0664,Sarda sarda,Atlantic bonito,Actinopterygii,species,
P_0664,Sardina pilchardus,European sardine,Actinopterygii,species,
P_0664,Scomber scombrus,Atlantic mackerel,Actinopterygii,species,
P_0664,Thunnus thynnus,Atlantic bluefin tuna,Actinopterygii,species,
P_0664,Trachurus trachurus,Horse mackerel,Actinopterygii,species,
P_0664,Xiphias gladius,Swordfish,Actinopterygii,species,
P_0665,Carassius cuvieri,White crucian carp,Actinopterygii,species,
P_0665,Chanodichthys mongolicus,Mongolian culter,Actinopterygii,species,
P_0665,Coilia mystus,Lake saury,Actinopterygii,species,
P_0665,Ctenogobius giurinus,Goby,Actinopterygii,species,
P_0665,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0665,Exopalaemon,White shrimp_genus,Malacostraca,genus,
P_0665,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,
P_0665,Hemisalanx brachyrostralis,Whitebait,Actinopterygii,species,
P_0665,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0665,Lamellibranchia,Pearl mussel_genus,Bivalvia,genus,
P_0665,Macrobrachium nipponense,Taihu lake shrimp ,Malacostraca,species,
P_0665,Misgurnus anguillicaudatus,Pond loach,Actinopterygii,species,
P_0665,Rhodeus sinensis,Chinese bitterling,Actinopterygii,species,
P_0666,Capitellidae,Polychaete worm_family,Polychaeta,family,
P_0666,Nereidae,Clam worm_family,Polychaeta,family,
P_0667,Carassius auratus,Goldfish,Actinopterygii,species,
P_0667,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0667,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,
P_0667,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0667,Macrobrachium nipponense,Taihu lake shrimp ,Malacostraca,species,
P_0667,Megalobrama amblycephala,Blunt snout bream,Actinopterygii,species,
P_0667,Misgurnus anguillicaudatus,Loach,Actinopterygii,species,
P_0667,Palinuridae,Spiny lobster_family,Malacostraca,family,
P_0667,Pelodiscus sinensis,Chinese softshell turtle,Reptilia,species,
P_0667,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,
P_0667,Pseudorasbora parva,Stone moroko,Actinopterygii,species,
